"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"34","“REIL is appointed to oversee all works, grant funding of up to 35% is available from SEAI for qualifying works, &amp;… https://t.co/bYQULMYASj",FALSE,0,NA,2021-04-07 08:14:41,TRUE,NA,"1379709200683646982",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BusinessTalkPR",0,FALSE,FALSE,NA,NA
"35","RT @HorizonEuropeIE: Full recording of Irish Launch of Horizon Europe on our site with all materials https://t.co/z7ftGLG1nj or opt for the…",FALSE,0,NA,2021-04-07 08:14:25,FALSE,NA,"1379709130945003522",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","UCCResearch",18,TRUE,FALSE,NA,NA
"36","RT @CodemaDublin: Have you wondered:
✅What is a heat pump?
✅What are the benefits of a heat pump?
✅How much will it cost? 
✅What does it me…",FALSE,0,NA,2021-04-07 07:44:36,FALSE,NA,"1379701629067407362",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEAI_ie",6,TRUE,FALSE,NA,NA
"37","RT @Volvo_Finlay: Order your XC40 Recharge before June 30th to avail of the €5,000 SEAI Grant.

https://t.co/l7h5liqUz1 https://t.co/7L8Vua…",FALSE,0,NA,2021-04-07 07:30:32,FALSE,NA,"1379698086688215041",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mafinlay",1,TRUE,FALSE,NA,NA
"38","RT @devperspectives: This month we are focusing on #SDG9 -Industry, Innovation&amp; Infrastructure. Check out our updated info pack which outli…",FALSE,0,NA,2021-04-07 05:56:54,FALSE,NA,"1379674525282017280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jdmcin",7,TRUE,FALSE,NA,NA
"39","RT @SEAI_ie: We have just added a new Energy Hub to our website. Here wou will be able to explore the best of our energy content in one pla…",FALSE,0,NA,2021-04-06 22:30:25,FALSE,NA,"1379562163229036546",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PadraicFogarty",5,TRUE,FALSE,NA,NA
"40","RT @SEAI_ie: Climate SOS is an adventure storybook that follows four kids (and one dog) who are focused on exploring sustainable energy and…",FALSE,0,NA,2021-04-06 21:18:12,FALSE,NA,"1379543987749597186",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GetupGoals",17,TRUE,FALSE,NA,NA
"41","RT @Marineireland: Great to see this project, so vital to the future of @naval_service ,  move ahead. 
@DF_COS @tonyoceanork @SEAI_ie @MaRE…",FALSE,0,NA,2021-04-06 20:53:47,FALSE,NA,"1379537844071464961",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oceanireland",4,TRUE,FALSE,NA,NA
"42","RT @devperspectives: This month we are focusing on #SDG9 -Industry, Innovation&amp; Infrastructure. Check out our updated info pack which outli…",FALSE,0,NA,2021-04-06 20:31:08,FALSE,NA,"1379532146726027270",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Coalition2030IR",7,TRUE,FALSE,NA,NA
"43","RT @devperspectives: This month we are focusing on #SDG9 -Industry, Innovation&amp; Infrastructure. Check out our updated info pack which outli…",FALSE,0,NA,2021-04-06 19:58:19,FALSE,NA,"1379523888057569287",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SDGchallenge",7,TRUE,FALSE,NA,NA
"44","@breeshasdad @bokesy @MikeWTweets @SEAI_ie @IOMGovernment The Chinese are commissioning new coal fired power statio… https://t.co/FeBC73lSWy",FALSE,0,"spyder_peter",2021-04-06 19:54:39,TRUE,"1379521806831390723","1379522963662331914","2267481443","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","spyder_peter",0,FALSE,FALSE,NA,NA
"45","@breeshasdad @bokesy @MikeWTweets @SEAI_ie @IOMGovernment There isn’t an electric vehicle that does what I want and… https://t.co/IidH40jnll",FALSE,0,"breeshasdad",2021-04-06 19:50:03,TRUE,"1379519900247543812","1379521806831390723","1092819038","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","spyder_peter",0,FALSE,FALSE,NA,NA
"46","@breeshasdad @spyder_peter @MikeWTweets @SEAI_ie @IOMGovernment I would love one for the van.",FALSE,1,"bokesy",2021-04-06 19:49:35,FALSE,"1379518882239672320","1379521687738273796","829349377911160836","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bokesy",0,FALSE,FALSE,NA,NA
"47","@bokesy @spyder_peter @MikeWTweets @SEAI_ie @IOMGovernment Interesting one Rob.. haven’t checked it yet..
https://t.co/gYZnpim15s",FALSE,0,"breeshasdad",2021-04-06 19:46:46,FALSE,"1379519900247543812","1379520981123891201","1092819038","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","breeshasdad",0,FALSE,FALSE,NA,NA
"48","RT @SEAI_ie: We have just added a new Energy Hub to our website. Here wou will be able to explore the best of our energy content in one pla…",FALSE,0,NA,2021-04-06 19:44:45,FALSE,NA,"1379520473525014535",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TomEHalpin",5,TRUE,FALSE,NA,NA
"49","@bokesy @spyder_peter @MikeWTweets @SEAI_ie @IOMGovernment Folk are using them now for storage.. even at failed car… https://t.co/DyDxMEohyL",FALSE,2,"bokesy",2021-04-06 19:43:59,TRUE,"1379518882239672320","1379520277713944580","829349377911160836","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","breeshasdad",0,FALSE,FALSE,NA,NA
"50","RT @SEAI_ie: Sign up to our mailing list and learn about using sustainable energy in your home, community or business. Hear about our work…",FALSE,0,NA,2021-04-06 19:43:30,FALSE,NA,"1379520155663925253",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TomEHalpin",3,TRUE,FALSE,NA,NA
"51","@bokesy @spyder_peter @MikeWTweets @SEAI_ie @IOMGovernment On battery rental costs I don’t think I put £59 diesel a… https://t.co/D1RkXQjAel",FALSE,1,"bokesy",2021-04-06 19:42:29,TRUE,"1379517671314755590","1379519900247543812","829349377911160836","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","breeshasdad",0,FALSE,FALSE,NA,NA
"52","@breeshasdad @bokesy @MikeWTweets @SEAI_ie @IOMGovernment The things look modular,so if you do it in stages, runnin… https://t.co/MrCZLLSneA",FALSE,0,"breeshasdad",2021-04-06 19:40:53,TRUE,"1379518056184025090","1379519498726821888","1092819038","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","spyder_peter",0,FALSE,FALSE,NA,NA
"53","@breeshasdad @spyder_peter @MikeWTweets @SEAI_ie @IOMGovernment You've seen the van, Victron, Rolls AGM's and Chine… https://t.co/bvK5a8g0Ss",FALSE,4,"breeshasdad",2021-04-06 19:38:26,TRUE,"1379517354686697472","1379518882239672320","1092819038","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bokesy",0,FALSE,FALSE,NA,NA
"54","@bokesy @MikeWTweets @spyder_peter @SEAI_ie @IOMGovernment Done.. 👍👍 except the money 😂😂.. not much to spend yet",FALSE,2,"bokesy",2021-04-06 19:35:09,FALSE,"1379516985407590405","1379518056184025090","829349377911160836","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","breeshasdad",0,FALSE,FALSE,NA,NA
"55","@spyder_peter @MikeWTweets @breeshasdad @SEAI_ie @IOMGovernment I pay 59 a month, it's mileage based. I think for r… https://t.co/iDHeEnYXYg",FALSE,0,"spyder_peter",2021-04-06 19:33:37,TRUE,"1379104723425505280","1379517671314755590","2267481443","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bokesy",0,FALSE,FALSE,NA,NA
"56","@bokesy @spyder_peter @MikeWTweets @SEAI_ie @IOMGovernment I’ll look em up Rob..👍",FALSE,0,"bokesy",2021-04-06 19:32:22,FALSE,"1379515581255274500","1379517354686697472","829349377911160836","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","breeshasdad",0,FALSE,FALSE,NA,NA
"57","@breeshasdad @MikeWTweets @spyder_peter @SEAI_ie @IOMGovernment Let's collaborate, need to do the same with mine. N… https://t.co/pfVJuOXoDj",FALSE,0,"breeshasdad",2021-04-06 19:30:54,TRUE,"1379114918402785292","1379516985407590405","1092819038","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bokesy",0,FALSE,FALSE,NA,NA
"58","@spyder_peter @breeshasdad @MikeWTweets @SEAI_ie @IOMGovernment https://t.co/Zwxm1TRdMX are good for this stuff too… https://t.co/iBDjNSD38p",FALSE,1,"spyder_peter",2021-04-06 19:25:19,TRUE,"1379487296525844488","1379515581255274500","2267481443","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bokesy",0,FALSE,FALSE,NA,NA
"59","2021 marks 10 years since the Grant Spira condensing wood pellet boiler launched at the @SEAI_ie Energy Show.  The… https://t.co/sWPWUzyfqG",FALSE,1,NA,2021-04-06 18:05:08,TRUE,NA,"1379495402186113029",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","GrantIRL",0,FALSE,FALSE,NA,NA
"60","RT @devperspectives: This month we are focusing on #SDG9 -Industry, Innovation&amp; Infrastructure. Check out our updated info pack which outli…",FALSE,0,NA,2021-04-06 17:35:10,FALSE,NA,"1379487862995976193",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DebsConlon",7,TRUE,FALSE,NA,NA
"61","@breeshasdad @MikeWTweets @SEAI_ie @IOMGovernment @bokesy I like the look of that better than some of the Chinese p… https://t.co/UwMAN8VLab",FALSE,2,"breeshasdad",2021-04-06 17:32:55,TRUE,"1379379432314535936","1379487296525844488","1092819038","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","spyder_peter",0,FALSE,FALSE,NA,NA
"62","RT @SEAI_ie: We have just added a new Energy Hub to our website. Here wou will be able to explore the best of our energy content in one pla…",FALSE,0,NA,2021-04-06 17:28:39,FALSE,NA,"1379486220795977735",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","castlepollardl1",5,TRUE,FALSE,NA,NA
"63","RT @Marineireland: Great to see this project, so vital to the future of @naval_service ,  move ahead. 
@DF_COS @tonyoceanork @SEAI_ie @MaRE…",FALSE,0,NA,2021-04-06 16:38:44,FALSE,NA,"1379473661057511432",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RobOS8",4,TRUE,FALSE,NA,NA
"64","RT @Marineireland: Great to see this project, so vital to the future of @naval_service ,  move ahead. 
@DF_COS @tonyoceanork @SEAI_ie @MaRE…",FALSE,0,NA,2021-04-06 16:38:03,FALSE,NA,"1379473486909935621",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Andy_Scollick",4,TRUE,FALSE,NA,NA
"65","There are many different energy grants offered by the @SEAI_ie 
 
This guide will help you understand all the types… https://t.co/Q8EhzPGKWd",FALSE,0,NA,2021-04-06 16:21:00,TRUE,NA,"1379469195851620354",NA,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers (legacy)</a>","BordGaisEnergy",0,FALSE,FALSE,NA,NA
"66","RT @devperspectives: This month we are focusing on #SDG9 -Industry, Innovation&amp; Infrastructure. Check out our updated info pack which outli…",FALSE,0,NA,2021-04-06 16:13:50,FALSE,NA,"1379467391940358150",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","aontas",7,TRUE,FALSE,NA,NA
"67","RT @devperspectives: This month we are focusing on #SDG9 -Industry, Innovation&amp; Infrastructure. Check out our updated info pack which outli…",FALSE,0,NA,2021-04-06 16:12:16,FALSE,NA,"1379466999860985857",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BobbyMc2014",7,TRUE,FALSE,NA,NA
"68","This month we are focusing on #SDG9 -Industry, Innovation&amp; Infrastructure. Check out our updated info pack which ou… https://t.co/NvVhzgkOTE",FALSE,11,NA,2021-04-06 15:57:29,TRUE,NA,"1379463278485725188",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","devperspectives",7,FALSE,FALSE,NA,NA
"69","RT @Marco_030881: @SEAI_ie Does this book have a chapter on the child slave labour used to mine the materials for making the batteries in e…",FALSE,0,NA,2021-04-06 15:49:39,FALSE,NA,"1379461309012533249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sunlioness1",1,TRUE,FALSE,NA,NA
"70","RT @SEAI_ie: We have just added a new Energy Hub to our website. Here wou will be able to explore the best of our energy content in one pla…",FALSE,0,NA,2021-04-06 15:47:03,FALSE,NA,"1379460652083871747",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CarberyHousing",5,TRUE,FALSE,NA,NA
"71","Great to see this project, so vital to the future of @naval_service ,  move ahead. 
@DF_COS @tonyoceanork @SEAI_ie… https://t.co/lzDnkxJTLO",FALSE,12,NA,2021-04-06 15:32:33,TRUE,NA,"1379457005665067012",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Marineireland",4,FALSE,FALSE,NA,NA
"72","We have just added a new Energy Hub to our website. Here wou will be able to explore the best of our energy content… https://t.co/OJiBEbklMc",FALSE,7,NA,2021-04-06 15:28:01,TRUE,NA,"1379455863614754822",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","SEAI_ie",5,FALSE,FALSE,NA,NA
"73","@austria_in_ie @RIAIOnline @opwireland @SEAI_ie Thank you 👍🏿",FALSE,0,"austria_in_ie",2021-04-06 15:15:39,FALSE,"1379393819209302016","1379452749482500096","2385000056","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mwiiiinga",0,FALSE,FALSE,NA,NA
"74","RT @SEAI_ie: Sign up to our mailing list and learn about using sustainable energy in your home, community or business. Hear about our work…",FALSE,0,NA,2021-04-06 15:07:10,FALSE,NA,"1379450617886822405",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AndrewOCallagh",2,TRUE,FALSE,NA,NA
"75","@MBeddis Thanks for the Tweet. The full details of the feed in tariff have yet to be clarified by SEAI and  ESB Net… https://t.co/Y8M2KPSJvI",FALSE,0,"MBeddis",2021-04-06 13:33:21,TRUE,"1379396313482207233","1379427007251947522","78754386","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","FlogasIreland",0,FALSE,FALSE,NA,NA
"76","RT @3CEAgency: The 3cea One Stop Shop Home Retrofit Service provides you with a hassle-free journey to achieving an energy efficient home 🏡…",FALSE,0,NA,2021-04-06 13:29:32,FALSE,NA,"1379426045263192065",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","phplusmag",4,TRUE,FALSE,NA,NA
"77","RT @SEAI_ie: In this episode of our podcast #180Degrees, homeowner Francis Clauson shares his fascinating story of building a home to an A1…",FALSE,0,NA,2021-04-06 13:11:52,FALSE,NA,"1379421597916921862",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","smarctic",3,TRUE,FALSE,NA,NA
"78","RT @SEAI_ie: In this episode of our podcast #180Degrees, homeowner Francis Clauson shares his fascinating story of building a home to an A1…",FALSE,0,NA,2021-04-06 13:06:10,FALSE,NA,"1379420167080443909",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Everun1",3,TRUE,FALSE,NA,NA
"79","RT @SEAI_ie: Sign up to our mailing list and learn about using sustainable energy in your home, community or business. Hear about our work…",FALSE,0,NA,2021-04-06 12:55:49,FALSE,NA,"1379417560794460166",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LiquidGasIE",3,TRUE,FALSE,NA,NA
